iter	Passed	Remaining
1671	10121	1985
1672	10128	1979
1673	10132	1973
1674	10135	1966
1675	10143	1960
1676	10146	1954
1677	10148	1947
1678	10150	1940
1679	10157	1934
1680	10160	1928
1681	10162	1921
1682	10165	1914
1683	10171	1908
1684	10174	1901
1685	10177	1895
1686	10179	1888
1687	10186	1882
1688	10188	1876
1689	10191	1869
1690	10193	1862
1691	10198	1856
1692	10202	1850
1693	10204	1843
1694	10207	1836
1695	10209	1830
1696	10216	1824
1697	10218	1817
1698	10221	1810
1699	10223	1804
1700	10228	1797
1701	10231	1791
1702	10233	1784
1703	10236	1778
1704	10239	1771
1705	10243	1765
1706	10246	1758
1707	10248	1752
1708	10251	1745
1709	10257	1739
1710	10260	1733
1711	10262	1726
1712	10265	1719
1713	10270	1713
1714	10274	1707
1715	10278	1701
1716	10281	1694
1717	10288	1688
1718	10291	1682
1719	10293	1675
1720	10295	1669
1721	10303	1663
1722	10306	1656
1723	10309	1650
1724	10319	1645
1725	10322	1638
1726	10330	1632
1727	10333	1626
1728	10338	1620
1729	10344	1614
1730	10346	1607
1731	10349	1601
1732	10354	1595
1733	10362	1589
1734	10365	1583
1735	10371	1577
1736	10373	1570
1737	10376	1564
1738	10379	1557
1739	10382	1551
1740	10386	1545
1741	10388	1538
1742	10391	1532
1743	10395	1525
1744	10398	1519
1745	10401	1513
1746	10403	1506
1747	10406	1500
1748	10412	1494
1749	10415	1487
1750	10418	1481
1751	10421	1475
1752	10426	1469
1753	10429	1462
1754	10433	1456
1755	10440	1450
1756	10447	1444
1757	10456	1439
1758	10459	1433
1759	10467	1427
1760	10470	1421
1761	10482	1415
1762	10485	1409
1763	10489	1403
1764	10497	1397
1765	10500	1391
1766	10504	1385
1767	10511	1379
1768	10522	1374
1769	10539	1369
1770	10548	1363
1771	10557	1358
1772	10565	1352
1773	10568	1346
1774	10570	1339
1775	10573	1333
1776	10583	1328
1777	10594	1322
1778	10597	1316
1779	10599	1310
1780	10602	1303
1781	10610	1298
1782	10613	1291
1783	10615	1285
1784	10619	1279
1785	10627	1273
1786	10631	1267
1787	10640	1261
1788	10643	1255
1789	10656	1250
1790	10665	1244
1791	10675	1239
1792	10683	1233
1793	10696	1228
1794	10699	1221
1795	10706	1216
1796	10713	1210
1797	10723	1204
1798	10742	1200
1799	10745	1193
1800	10758	1188
1801	10769	1183
1802	10780	1177
1803	10783	1171
1804	10786	1165
1805	10789	1158
1806	10801	1153
1807	10805	1147
1808	10812	1141
1809	10826	1136
1810	10829	1130
1811	10831	1123
1812	10841	1118
1813	10845	1112
1814	10853	1106
1815	10856	1100
1816	10859	1093
1817	10867	1087
1818	10870	1081
1819	10879	1075
1820	10882	1069
1821	10885	1063
1822	10887	1057
1823	10894	1051
1824	10896	1044
1825	10899	1038
1826	10901	1032
1827	10908	1026
1828	10913	1020
1829	10920	1014
1830	10923	1008
1831	10925	1001
1832	10927	995
1833	10930	989
1834	10935	983
1835	10938	977
1836	10940	970
1837	10944	964
1838	10950	958
1839	10960	953
1840	10964	946
1841	10966	940
1842	10969	934
1843	10976	928
1844	10978	922
1845	10981	916
1846	10984	909
1847	10990	903
1848	10995	897
1849	10998	891
1850	11002	885
1851	11005	879
1852	11008	873
1853	11010	867
1854	11015	861
1855	11018	854
1856	11020	848
1857	11024	842
1858	11031	836
1859	11036	830
1860	11039	824
1861	11042	818
1862	11045	812
1863	11050	806
1864	11055	800
1865	11059	794
1866	11071	788
1867	11075	782
1868	11085	776
1869	11102	771
1870	11116	766
1871	11119	760
1872	11128	754
1873	11131	748
1874	11134	742
1875	11142	736
1876	11148	730
1877	11158	724
1878	11161	718
1879	11169	712
1880	11172	706
1881	11175	700
1882	11183	694
1883	11190	689
1884	11198	683
1885	11200	677
1886	11227	672
1887	11233	666
1888	11243	660
1889	11245	654
1890	11248	648
1891	11255	642
1892	11262	636
1893	11266	630
1894	11281	625
1895	11286	619
1896	11289	612
1897	11291	606
1898	11299	600
1899	11303	594
1900	11306	588
1901	11322	583
1902	11334	577
1903	11337	571
1904	11350	566
1905	11365	560
1906	11369	554
1907	11378	548
1908	11381	542
1909	11385	536
1910	11401	530
1911	11409	525
1912	11416	519
1913	11420	513
1914	11423	507
1915	11429	501
1916	11436	495
1917	11443	489
1918	11447	483
1919	11449	477
1920	11452	470
1921	11458	465
1922	11461	458
1923	11465	452
1924	11468	446
1925	11480	441
1926	11485	435
1927	11488	429
1928	11492	422
1929	11495	416
1930	11503	411
1931	11506	404
1932	11509	398
1933	11521	393
1934	11534	387
1935	11537	381
1936	11539	375
1937	11543	369
1938	11548	363
1939	11550	357
1940	11553	351
1941	11557	345
1942	11560	339
1943	11563	333
1944	11565	327
1945	11567	320
1946	11574	315
1947	11577	309
1948	11580	303
1949	11582	296
1950	11588	291
1951	11591	285
1952	11594	279
1953	11597	273
1954	11606	267
1955	11609	261
1956	11611	255
1957	11618	249
1958	11620	243
1959	11623	237
1960	11626	231
1961	11631	225
1962	11634	219
1963	11637	213
1964	11640	207
1965	11645	201
1966	11648	195
1967	11651	189
1968	11655	183
1969	11663	177
1970	11668	171
1971	11671	165
1972	11677	159
1973	11682	153
1974	11692	148
1975	11704	142
1976	11708	136
1977	11710	130
1978	11720	124
1979	11723	118
1980	11726	112
1981	11732	106
1982	11735	100
1983	11738	94
1984	11740	88
1985	11744	82
1986	11748	76
1987	11750	70
1988	11753	64
1989	11755	59
1990	11761	53
1991	11764	47
1992	11767	41
1993	11769	35
1994	11776	29
1995	11778	23
1996	11781	17
1997	11784	11
1998	11791	5
1999	11794	0
