iter	RMSE
288	63.26148111
289	63.24214788
290	63.1883049
291	63.1554193
292	63.12720595
293	63.07389959
294	63.04028
295	63.02820152
296	62.99035033
297	62.9515385
298	62.89361188
299	62.8267115
300	62.78391771
301	62.74543009
302	62.6839839
303	62.66102071
304	62.59713093
305	62.56109411
306	62.4785299
307	62.45765947
308	62.43715396
309	62.41761129
310	62.39810493
311	62.359927
312	62.29839776
313	62.25719569
314	62.19127174
315	62.15825704
316	62.1190137
317	62.09173391
318	62.05200645
319	62.01523811
320	61.94896417
321	61.9383524
322	61.8949255
323	61.85035404
324	61.81694633
325	61.76962159
326	61.72473622
327	61.67412059
328	61.63532321
329	61.60524387
330	61.55969994
331	61.5344151
332	61.49008324
333	61.48078253
334	61.44509965
335	61.36917041
336	61.33491141
337	61.28567353
338	61.26989414
339	61.22388566
340	61.16451319
341	61.10898126
342	61.05701607
343	60.95809013
344	60.93005249
345	60.89830854
346	60.83722641
347	60.76544035
348	60.75520787
349	60.71449609
350	60.67523912
351	60.6014807
352	60.54570422
353	60.51174616
354	60.49141038
355	60.40610613
356	60.37640813
357	60.33395517
358	60.30920058
359	60.23852193
360	60.20966299
361	60.15248358
362	60.10343787
363	60.0652324
364	60.00513346
365	59.95678563
366	59.88334883
367	59.87112663
368	59.86078095
369	59.80895045
370	59.76510459
371	59.72099871
372	59.6821345
373	59.62926969
374	59.60283018
375	59.56178307
376	59.52272153
377	59.45125693
378	59.38231766
379	59.3324769
380	59.25225976
381	59.2344183
382	59.22157678
383	59.16385918
384	59.15293881
385	59.08981532
386	59.06115268
387	59.0261993
388	58.96542658
389	58.92723598
390	58.87260399
391	58.8640953
392	58.81774274
393	58.78656331
394	58.76375234
395	58.71622999
396	58.64133904
397	58.60578444
398	58.59682536
399	58.58306018
400	58.54031752
401	58.49242691
402	58.44819389
403	58.42888013
404	58.41279157
405	58.36184374
406	58.30612231
407	58.27898037
408	58.24546965
409	58.18470609
410	58.15497322
411	58.13937594
412	58.06984818
413	57.99389134
414	57.98858138
415	57.94896019
416	57.90175782
417	57.8346024
418	57.76987542
419	57.68906993
420	57.65502228
421	57.6159005
422	57.53546277
423	57.46356237
424	57.4310447
425	57.41377357
426	57.39044901
427	57.31047577
428	57.27530104
429	57.20688651
430	57.15870503
431	57.08171834
432	57.03250028
433	56.99490174
434	56.92516226
435	56.89298637
436	56.85294378
437	56.78546659
438	56.74065319
439	56.67867905
440	56.62789058
441	56.61963626
442	56.60903369
443	56.56522676
444	56.51207324
445	56.50153644
446	56.40967872
447	56.35120158
448	56.30140241
449	56.25032483
450	56.18677152
451	56.1356796
452	56.06848182
453	56.0182176
454	55.97883764
455	55.97039891
456	55.92986126
457	55.88560559
458	55.8029342
459	55.75135178
460	55.68801974
461	55.68164273
462	55.63457441
463	55.60532151
464	55.56243538
465	55.54458144
466	55.46990004
467	55.40152677
468	55.3210737
469	55.24362776
470	55.18157854
471	55.14916655
472	55.12657943
473	55.07844588
474	55.03735285
475	54.99081928
476	54.9182777
477	54.84169342
478	54.7758356
479	54.72606208
480	54.67887272
481	54.6195361
482	54.55895398
483	54.50269219
484	54.43135109
485	54.38657101
486	54.33743851
487	54.27626267
488	54.21899577
489	54.16891308
490	54.09051918
491	54.02981294
492	53.99032308
493	53.92619705
494	53.89738375
495	53.86131708
496	53.80966017
497	53.78421983
498	53.69112183
499	53.63772924
500	53.61962946
501	53.57306742
502	53.53382122
503	53.50648125
504	53.44710038
505	53.40311611
506	53.3743179
507	53.29718064
508	53.2490604
509	53.20090714
510	53.16446896
511	53.08898254
512	53.06066672
513	53.00920992
514	52.94331273
515	52.91319659
516	52.850904
517	52.79671921
518	52.73794769
519	52.69843983
520	52.65381476
521	52.60880419
522	52.59398518
523	52.55754305
524	52.52408477
525	52.47566781
526	52.4064735
527	52.33963008
528	52.29594107
529	52.22037619
530	52.16157969
531	52.10831658
532	52.07777238
533	51.99492954
534	51.95455772
535	51.90825475
536	51.85356591
537	51.80803381
538	51.73051605
539	51.6862625
540	51.63073443
541	51.59695222
542	51.58547875
543	51.55796126
544	51.50922589
545	51.46930577
546	51.45692058
547	51.41168893
548	51.34841178
549	51.2942858
550	51.23706412
551	51.18187053
552	51.13922988
553	51.08296095
554	51.07723255
555	51.05856339
556	51.01961347
557	50.98327876
558	50.9337169
559	50.87152529
560	50.84303219
561	50.79086718
562	50.76951137
563	50.71800885
564	50.65735155
565	50.60535379
566	50.57181212
567	50.54797883
568	50.48908003
569	50.44825846
570	50.39934681
571	50.37105237
572	50.30746915
573	50.223935
574	50.20279189
575	50.16438007
576	50.12953322
577	50.10250205
578	50.05864577
579	50.01268875
580	49.98135961
581	49.92220664
582	49.88206867
583	49.87883614
584	49.83031938
585	49.75850418
586	49.70031774
587	49.67922292
588	49.63792967
589	49.6346154
590	49.61938152
591	49.57232118
592	49.54143596
593	49.53090837
594	49.45676961
595	49.42353749
596	49.37602882
597	49.34127427
598	49.28753643
599	49.23351485
600	49.19966263
601	49.13578559
602	49.09265256
603	49.06374466
604	49.00164012
605	48.96199542
606	48.89818073
607	48.83196276
608	48.77939547
609	48.68730303
610	48.63220436
611	48.58026155
612	48.5558739
613	48.50145701
614	48.4586161
615	48.40932224
616	48.36741853
617	48.32766922
618	48.30083519
619	48.27031228
620	48.22378
621	48.17909788
622	48.12760653
623	48.08568397
624	48.05563288
625	48.01067749
626	47.95462414
627	47.92314269
628	47.89306145
629	47.84567732
630	47.80449122
631	47.74924123
632	47.68063641
633	47.64949314
634	47.60458874
635	47.56440077
636	47.49363755
637	47.48720608
638	47.42517246
639	47.37825002
640	47.34598273
641	47.29446139
642	47.23675796
643	47.18993913
644	47.1607493
645	47.10318132
646	47.05085114
647	47.01496429
648	46.96844568
649	46.91920715
650	46.88688044
651	46.86636208
652	46.81797086
653	46.81339112
654	46.789978
655	46.73442071
656	46.70651715
657	46.67468952
658	46.63541843
659	46.62277153
660	46.60449378
661	46.54067893
662	46.53783683
663	46.49872864
664	46.47186842
665	46.44151917
666	46.40021553
667	46.36920651
668	46.32083321
669	46.29367845
670	46.26221093
671	46.22523186
672	46.191473
673	46.14796268
674	46.1109073
675	46.06513315
676	46.02565013
677	46.01651359
678	45.9812498
679	45.93043495
680	45.89206168
681	45.84411789
682	45.77887431
683	45.75713466
684	45.75325211
685	45.74927766
686	45.67684795
687	45.64868476
688	45.61897259
689	45.58092739
690	45.54506151
691	45.48084435
692	45.4455714
693	45.38577185
694	45.37145763
695	45.33129061
696	45.29978942
697	45.26804672
698	45.23712902
699	45.22202147
700	45.18788214
701	45.13521879
702	45.10416809
703	45.06813118
704	45.00622323
705	44.94715307
706	44.91557903
707	44.88533661
708	44.87635668
709	44.85241914
710	44.83742431
711	44.80567359
712	44.75029885
713	44.72271091
714	44.68562543
715	44.64914737
716	44.6023444
717	44.59049556
718	44.58643033
719	44.54209257
720	44.51275429
721	44.47841967
722	44.45557432
723	44.42414201
724	44.37547687
725	44.34213714
726	44.31110433
727	44.25499937
728	44.19918371
729	44.1975168
730	44.18843606
731	44.13982205
732	44.11540166
733	44.10717211
734	44.07631098
735	44.05620967
736	44.02471042
737	43.97225267
738	43.94152926
739	43.90092414
740	43.85985832
741	43.80792445
742	43.78956054
743	43.74488138
744	43.71733723
745	43.66105397
746	43.61562442
747	43.59424712
748	43.54571343
749	43.49647667
750	43.46188231
751	43.42244511
752	43.39731457
753	43.35939782
754	43.33014119
755	43.2741485
756	43.21502614
757	43.20314183
758	43.15886931
759	43.12972671
760	43.08720611
761	43.04901652
762	43.0076868
763	42.96468218
764	42.92920554
765	42.88220161
766	42.8354703
767	42.79000756
768	42.74627793
769	42.69540149
770	42.69416741
771	42.66862799
772	42.63853471
773	42.61243413
774	42.58752078
775	42.55266756
776	42.51519364
777	42.47577529
778	42.42329223
779	42.40053375
780	42.39736185
781	42.35081873
782	42.30285071
783	42.27251256
784	42.20314309
785	42.17038975
786	42.12844391
787	42.0715838
788	42.04094679
789	42.00012986
790	41.95015103
791	41.90642524
792	41.85798754
793	41.82403442
794	41.76670996
795	41.74654885
796	41.70009659
797	41.68283555
798	41.65898613
799	41.61688186
800	41.57583541
801	41.54229148
802	41.50799397
803	41.44461853
804	41.39557509
805	41.37592488
806	41.32546523
807	41.28279312
808	41.24355194
809	41.19069148
810	41.15217209
811	41.13543289
812	41.11526653
813	41.08519789
814	41.07087344
815	41.06859057
816	41.04053699
817	41.00795306
818	40.96892507
819	40.9261765
820	40.87268099
821	40.82456571
822	40.80307352
823	40.7541653
824	40.72300209
825	40.6905041
826	40.65890433
827	40.62636135
828	40.58902391
829	40.53360116
830	40.48501648
831	40.46576993
832	40.42782281
833	40.40323842
834	40.37037318
835	40.36048079
836	40.32407187
837	40.2981763
838	40.27470892
839	40.25260425
840	40.22480025
841	40.19726933
842	40.19560642
843	40.16197554
844	40.14857516
845	40.12034006
846	40.0884787
847	40.06360783
848	40.01688262
849	40.00005576
850	39.96943084
851	39.9014022
852	39.84285747
853	39.81913418
854	39.79291191
855	39.74065801
856	39.6917997
857	39.67374418
858	39.64083759
859	39.61776278
860	39.59938782
861	39.58364717
862	39.53385996
863	39.50707894
864	39.45438865
865	39.42208776
866	39.38801831
867	39.32653547
868	39.30657486
869	39.27249897
870	39.25668428
871	39.20845158
872	39.17341304
873	39.14446615
874	39.11590096
875	39.08257922
876	39.04925575
877	39.00857123
878	38.98125068
879	38.95992073
880	38.91369676
881	38.89077152
882	38.87573105
883	38.84707625
884	38.81912059
885	38.76504277
886	38.73765935
887	38.69381365
888	38.64285292
889	38.61192618
890	38.57819163
891	38.53336565
892	38.4853875
893	38.45430418
894	38.43509667
895	38.42679925
896	38.38109107
897	38.34670502
898	38.32855108
899	38.32691225
900	38.29637253
901	38.27082975
902	38.2393339
903	38.20163999
904	38.16956479
905	38.12937823
906	38.09760745
907	38.05416313
908	38.01897579
909	37.99744102
910	37.96987207
911	37.94194606
912	37.91193167
913	37.86265839
914	37.8169429
915	37.7962104
916	37.76739788
917	37.74459973
918	37.72364452
919	37.67762864
920	37.63701916
921	37.60847246
922	37.5834444
923	37.57176714
924	37.52188527
925	37.45446941
926	37.43458504
927	37.41988451
928	37.38930044
929	37.36623985
930	37.34827011
931	37.30742276
932	37.27824529
933	37.2595063
934	37.21307242
935	37.20354345
936	37.16816526
937	37.13349847
938	37.09941937
939	37.06981052
940	37.04498706
941	37.03231774
942	37.00717137
943	36.98724482
944	36.95328438
945	36.92431543
946	36.87851819
947	36.85972918
948	36.82388456
949	36.80536122
950	36.75673603
951	36.71522519
952	36.68921526
953	36.66476779
954	36.64276475
955	36.60236579
956	36.5712445
957	36.53614458
958	36.52404299
959	36.48871877
960	36.44783357
961	36.38857109
962	36.3565859
963	36.32827258
964	36.30157231
965	36.27561592
966	36.24321871
967	36.17747814
968	36.14095889
969	36.10466646
970	36.08794064
971	36.06778953
972	36.05006035
973	36.01720603
974	35.99397092
975	35.96191114
976	35.91726713
977	35.86981472
978	35.85155767
979	35.81648463
980	35.76357466
981	35.74632478
982	35.7200708
983	35.68730521
984	35.67941307
985	35.67631686
986	35.65103903
987	35.62741699
988	35.59655452
989	35.5802016
990	35.54827216
991	35.51346501
992	35.49370544
993	35.44526429
994	35.42300172
995	35.38631795
996	35.37301472
997	35.34889997
998	35.30421062
999	35.27157165
1000	35.23644817
1001	35.18971944
1002	35.17236732
1003	35.15411078
1004	35.1156942
1005	35.09761889
1006	35.05358377
1007	35.03080898
1008	35.00771551
1009	34.97863752
1010	34.95868943
1011	34.93505434
1012	34.91118575
1013	34.88781825
1014	34.86135451
1015	34.8483095
1016	34.82433269
1017	34.81931367
1018	34.80597446
1019	34.77982919
1020	34.75532229
1021	34.72998073
1022	34.72818292
1023	34.69990071
1024	34.67867766
1025	34.67317315
1026	34.63506848
1027	34.61316827
1028	34.59084179
1029	34.56543501
1030	34.54014515
1031	34.53347203
1032	34.51429148
1033	34.47853873
1034	34.4504654
1035	34.42423804
1036	34.41000216
1037	34.37911921
1038	34.359437
1039	34.35287988
1040	34.33084234
1041	34.30629117
1042	34.28926497
1043	34.2810444
1044	34.23540966
1045	34.21629567
1046	34.18084784
1047	34.1542613
1048	34.1522274
1049	34.12123645
1050	34.09913761
1051	34.09710632
1052	34.07910681
1053	34.04820855
1054	34.02703739
1055	34.01289979
1056	33.9822955
1057	33.95922395
1058	33.91674244
1059	33.88917562
1060	33.85377238
1061	33.84741753
1062	33.83085176
1063	33.81610471
1064	33.78614786
1065	33.7480826
1066	33.71862666
1067	33.69903852
1068	33.65007782
1069	33.6231766
1070	33.61002863
1071	33.58747619
1072	33.56560027
1073	33.54235264
1074	33.52313768
1075	33.47521707
1076	33.44809268
1077	33.402842
1078	33.36787283
1079	33.34346816
1080	33.30811306
1081	33.28857698
1082	33.26401913
1083	33.23846687
1084	33.21245135
1085	33.19301311
1086	33.16503024
1087	33.13375521
1088	33.11401944
1089	33.08579164
1090	33.05736484
1091	33.0284203
1092	33.01118547
1093	33.00995263
1094	32.99500191
1095	32.992913
1096	32.97979619
1097	32.94471223
1098	32.92644125
1099	32.90248831
1100	32.88145195
1101	32.85288492
1102	32.82789737
1103	32.79914564
1104	32.77381469
1105	32.73531144
1106	32.70314976
1107	32.68475525
1108	32.65524403
1109	32.65335741
1110	32.62158447
1111	32.59715612
1112	32.58924331
1113	32.57540133
1114	32.53077329
1115	32.50055922
1116	32.46818867
1117	32.46048774
1118	32.41518372
1119	32.3817046
1120	32.34420053
1121	32.31345953
1122	32.27778852
1123	32.24491334
1124	32.23912747
1125	32.20917188
1126	32.20777345
1127	32.18331611
1128	32.15274023
1129	32.12723014
1130	32.09433181
1131	32.07495763
1132	32.06117803
1133	32.04689065
1134	32.01549894
1135	32.01320614
1136	31.98335342
1137	31.9668485
1138	31.95167909
1139	31.93009737
1140	31.91654713
1141	31.89692903
1142	31.87257973
1143	31.82205419
1144	31.79506341
1145	31.77135235
1146	31.75368748
1147	31.72376502
1148	31.71062616
1149	31.68371264
1150	31.66059146
1151	31.65918158
1152	31.62710471
1153	31.6036163
1154	31.5598501
1155	31.53791926
1156	31.5131496
1157	31.47792872
1158	31.46849446
1159	31.43700406
1160	31.43589369
1161	31.40736852
1162	31.3806229
1163	31.37038573
1164	31.33943712
1165	31.31253748
1166	31.30328314
1167	31.27986662
1168	31.24576388
1169	31.23366954
1170	31.21926086
1171	31.18990967
1172	31.15446695
1173	31.1131038
1174	31.10324556
1175	31.07290019
1176	31.0611227
1177	31.03048302
1178	31.02902341
1179	31.0134615
1180	30.98974528
1181	30.960162
1182	30.93376594
1183	30.89638456
1184	30.87033205
1185	30.859286
1186	30.83352955
1187	30.79858035
1188	30.78045321
1189	30.76609323
1190	30.74199633
1191	30.72776303
1192	30.69494818
1193	30.65220698
1194	30.63772853
1195	30.61816025
1196	30.59618377
1197	30.57661014
1198	30.55742385
1199	30.54072445
1200	30.51535874
1201	30.49851072
1202	30.4863634
1203	30.4654367
1204	30.44858664
1205	30.4230508
1206	30.39749382
1207	30.36679932
1208	30.33314128
1209	30.29924044
1210	30.27383968
1211	30.25244362
1212	30.21930432
1213	30.19441623
1214	30.19313746
1215	30.16703744
1216	30.15274826
1217	30.12975688
1218	30.12534577
1219	30.09844332
1220	30.07434063
1221	30.04731684
1222	30.0218464
1223	29.99513603
1224	29.97811732
1225	29.96592131
1226	29.94040523
1227	29.92652413
1228	29.88468835
1229	29.86943882
1230	29.86372429
1231	29.8463031
1232	29.82358773
1233	29.81105567
1234	29.77911495
1235	29.75590281
1236	29.72995198
1237	29.69981564
1238	29.66298941
1239	29.62969392
1240	29.59984645
1241	29.57659135
1242	29.54923355
1243	29.51921536
1244	29.50900992
1245	29.48771986
1246	29.46431191
1247	29.44212133
1248	29.42204592
1249	29.39642095
1250	29.39247574
1251	29.37279355
1252	29.35452517
1253	29.32974823
1254	29.30372055
1255	29.27922044
1256	29.27366031
1257	29.26595489
1258	29.23228268
1259	29.2050302
1260	29.18042706
1261	29.16441303
1262	29.11530856
1263	29.09922897
1264	29.06853868
1265	29.04355904
1266	29.01758575
1267	28.98561777
1268	28.97593582
1269	28.96189647
1270	28.9519521
1271	28.91496637
1272	28.89883815
1273	28.87614634
1274	28.85401901
1275	28.83416115
1276	28.82945496
1277	28.79912501
1278	28.78595234
1279	28.77104659
1280	28.74727937
1281	28.71670502
1282	28.6904793
1283	28.67617691
1284	28.64453237
1285	28.61028207
1286	28.58241454
1287	28.55139068
1288	28.54792024
1289	28.5260997
1290	28.49819233
1291	28.48528073
1292	28.47033348
1293	28.45861013
1294	28.43822015
1295	28.41531994
1296	28.39771253
1297	28.3746657
1298	28.36054132
1299	28.33930636
1300	28.30977595
1301	28.28712892
1302	28.27036539
1303	28.24987741
1304	28.22809466
1305	28.19650311
1306	28.16987463
1307	28.16201176
1308	28.13801781
1309	28.12663665
1310	28.1221755
1311	28.09641428
1312	28.08856279
1313	28.0567496
1314	28.0384034
1315	28.02487537
1316	28.02051455
1317	28.00025869
1318	27.99057348
1319	27.9674922
1320	27.956725
1321	27.93835836
1322	27.93021502
1323	27.9161087
1324	27.91514042
1325	27.89318467
1326	27.88092075
1327	27.873992
1328	27.84777982
1329	27.81674961
1330	27.78753595
1331	27.7676775
1332	27.74101919
1333	27.71250105
1334	27.7007469
1335	27.66657115
1336	27.65305147
1337	27.62751463
1338	27.60905052
1339	27.59356097
1340	27.57392263
1341	27.54662519
1342	27.53295692
1343	27.52191654
1344	27.49472942
1345	27.47722743
1346	27.45827248
1347	27.44710101
1348	27.43148948
1349	27.41776518
1350	27.39998636
1351	27.3780867
1352	27.35131993
1353	27.33128976
1354	27.31213493
1355	27.29421626
1356	27.27880811
1357	27.27557174
1358	27.25764687
1359	27.24118242
1360	27.23592595
1361	27.22006359
1362	27.20921336
1363	27.18864971
1364	27.1738234
1365	27.14862191
1366	27.13569718
1367	27.10783087
1368	27.08569556
1369	27.06709919
1370	27.05794876
1371	27.04520108
1372	27.02104241
1373	26.98331757
1374	26.97120382
1375	26.9527257
1376	26.94216563
1377	26.91620038
1378	26.91417001
1379	26.88971332
1380	26.8728877
1381	26.86638446
1382	26.85793378
1383	26.83372251
1384	26.81223429
1385	26.79502805
1386	26.79277643
1387	26.77594417
1388	26.74938952
1389	26.73879452
1390	26.72157673
1391	26.69898153
1392	26.66532625
1393	26.63425604
1394	26.61799671
1395	26.59067391
1396	26.57663044
1397	26.54723154
1398	26.53381439
1399	26.50909013
1400	26.49201815
1401	26.45586317
1402	26.4386748
1403	26.41858156
1404	26.41811022
1405	26.39228317
1406	26.37406962
1407	26.35971586
1408	26.3413953
1409	26.33285581
1410	26.31544779
1411	26.30586667
1412	26.28703191
1413	26.27668267
1414	26.257528
1415	26.2379833
1416	26.22124222
1417	26.19221179
1418	26.17934691
1419	26.14977352
1420	26.13442323
1421	26.12017809
1422	26.09964455
1423	26.06541401
1424	26.03230034
1425	26.01496784
1426	26.00415876
1427	25.98405275
1428	25.96091984
1429	25.94247122
1430	25.93973395
1431	25.92520803
1432	25.90216614
1433	25.87810144
1434	25.85967481
1435	25.83475441
1436	25.80693616
1437	25.78520505
1438	25.76804805
1439	25.74804142
1440	25.72892296
1441	25.69962555
1442	25.681207
1443	25.66934136
1444	25.64424315
1445	25.61480994
1446	25.60121344
1447	25.58970444
1448	25.58613967
1449	25.56096917
1450	25.55502789
1451	25.53515349
1452	25.5119451
1453	25.49658505
1454	25.48383688
1455	25.45807763
1456	25.43842698
1457	25.41348461
1458	25.39683197
1459	25.36657124
1460	25.35710016
1461	25.33475346
1462	25.3166547
1463	25.29437707
1464	25.29332042
1465	25.28487656
1466	25.27104664
1467	25.25347964
1468	25.23806863
1469	25.22300026
1470	25.20654345
1471	25.18434356
1472	25.17104294
1473	25.1580835
1474	25.15708585
1475	25.15513985
1476	25.12826027
1477	25.11519894
1478	25.10390755
1479	25.09811329
1480	25.08182537
1481	25.05725184
1482	25.05570045
1483	25.04117736
1484	25.02538179
1485	25.00448295
1486	24.98653106
1487	24.97221031
1488	24.94638173
1489	24.92566836
1490	24.91976614
1491	24.90822932
1492	24.88740842
1493	24.86624693
1494	24.85351772
1495	24.83736067
1496	24.80324058
1497	24.78451313
1498	24.77700527
1499	24.7633145
1500	24.76012288
1501	24.74338961
1502	24.71729938
1503	24.71369152
1504	24.69282732
1505	24.68240176
1506	24.65803798
1507	24.63774838
1508	24.62160885
1509	24.61031078
1510	24.59710862
1511	24.59018969
1512	24.58007007
1513	24.55370869
1514	24.53718664
1515	24.51651074
1516	24.50415585
1517	24.50280959
1518	24.4817025
1519	24.46329479
1520	24.44414904
1521	24.43328395
1522	24.4206655
1523	24.38070473
1524	24.3475985
1525	24.33250723
1526	24.31937708
1527	24.30687682
1528	24.28708078
1529	24.2744747
1530	24.25770377
1531	24.23861991
1532	24.21780611
1533	24.20469385
1534	24.19060445
1535	24.16890173
1536	24.15934015
1537	24.15583958
1538	24.13914124
1539	24.13796609
1540	24.13283296
1541	24.10526635
1542	24.10379918
1543	24.0940827
1544	24.08344847
1545	24.05886866
1546	24.05656966
1547	24.05215381
1548	24.03423815
1549	24.01050498
1550	24.00861264
1551	23.99581126
1552	23.99138663
1553	23.97777286
1554	23.96910718
1555	23.94795925
1556	23.92697895
1557	23.92127253
1558	23.88921203
1559	23.86945147
1560	23.86859199
1561	23.85421234
1562	23.83745479
1563	23.82543123
1564	23.81523654
1565	23.7858492
1566	23.7747858
1567	23.74915129
1568	23.7386867
1569	23.71596713
1570	23.69853329
1571	23.67505369
1572	23.64976855
1573	23.63427945
1574	23.62143915
1575	23.60439627
1576	23.59810849
1577	23.5663216
1578	23.55114801
1579	23.53718463
1580	23.52028987
1581	23.51470711
1582	23.48832059
1583	23.47492616
1584	23.45548232
1585	23.43132972
1586	23.41520856
1587	23.40296025
1588	23.38455851
1589	23.36453952
1590	23.34040959
1591	23.32039602
1592	23.30695485
1593	23.29432796
1594	23.28169158
1595	23.26426749
1596	23.24777593
1597	23.22511582
1598	23.21520682
1599	23.20072372
1600	23.18394042
1601	23.16531881
1602	23.15371764
1603	23.12562427
1604	23.11369968
1605	23.10659232
1606	23.09617805
1607	23.08589841
1608	23.06833312
1609	23.05186349
1610	23.04056805
1611	23.03946057
1612	23.02973274
1613	23.0098483
1614	22.98160965
1615	22.97159329
1616	22.95304518
1617	22.93181291
1618	22.90278997
1619	22.88024291
1620	22.86895477
1621	22.8552666
1622	22.82907517
1623	22.80600286
1624	22.79072355
1625	22.76251453
1626	22.75175901
1627	22.72526998
1628	22.70975938
1629	22.70139738
1630	22.70023952
1631	22.68584167
1632	22.66348634
1633	22.6434469
1634	22.61467757
1635	22.59984111
1636	22.59351864
1637	22.57680564
1638	22.56292987
1639	22.540989
1640	22.52226414
1641	22.52013289
1642	22.51187017
1643	22.49101895
1644	22.47780143
1645	22.44821851
1646	22.43153559
1647	22.41557709
1648	22.40627157
1649	22.3971869
1650	22.38526538
1651	22.37731192
1652	22.36238442
1653	22.35454393
1654	22.33093475
1655	22.32267604
1656	22.3030522
1657	22.28585698
1658	22.27053919
1659	22.25474761
1660	22.24191309
1661	22.21540256
1662	22.19713222
1663	22.19224334
1664	22.1781433
1665	22.15713613
