iter	RMSE
1666	22.14530575
1667	22.12989883
1668	22.11709282
1669	22.09523861
1670	22.08224156
1671	22.0808288
1672	22.06212945
1673	22.03714498
1674	22.02703462
1675	22.01827393
1676	22.00772597
1677	21.99620705
1678	21.97291717
1679	21.95852325
1680	21.94894932
1681	21.93480806
1682	21.92284402
1683	21.90250316
1684	21.88141406
1685	21.86595699
1686	21.85118842
1687	21.85007259
1688	21.82644208
1689	21.82315669
1690	21.80982628
1691	21.78861915
1692	21.76945737
1693	21.75551262
1694	21.74422067
1695	21.72233296
1696	21.70558251
1697	21.68963636
1698	21.67021172
1699	21.65981822
1700	21.6496962
1701	21.63215822
1702	21.61105905
1703	21.597453
1704	21.58044949
1705	21.56252344
1706	21.55048887
1707	21.53490102
1708	21.51167719
1709	21.49463836
1710	21.48548306
1711	21.46092115
1712	21.44345745
1713	21.42785721
1714	21.40743586
1715	21.3875885
1716	21.37532635
1717	21.36433363
1718	21.35538313
1719	21.33644146
1720	21.32700405
1721	21.32043949
1722	21.30604469
1723	21.2928775
1724	21.26312289
1725	21.25667457
1726	21.24011896
1727	21.22004951
1728	21.20304412
1729	21.1879136
1730	21.17793677
1731	21.16853863
1732	21.14264709
1733	21.12783287
1734	21.11793594
1735	21.10537596
1736	21.08972658
1737	21.07686372
1738	21.06173106
1739	21.05715319
1740	21.03953172
1741	21.03046357
1742	21.02944281
1743	21.02251975
1744	21.00066215
1745	20.99216697
1746	20.98203903
1747	20.9624699
1748	20.94432198
1749	20.92842156
1750	20.90666773
1751	20.89371641
1752	20.87797287
1753	20.85473693
1754	20.84589787
1755	20.83486099
1756	20.82034676
1757	20.80759048
1758	20.79848408
1759	20.78614403
1760	20.76445395
1761	20.7488712
1762	20.73683939
1763	20.7147796
1764	20.69052836
1765	20.67679963
1766	20.66851944
1767	20.64645302
1768	20.63542277
1769	20.61962698
1770	20.59330751
1771	20.57158345
1772	20.56246027
1773	20.548101
1774	20.53426334
1775	20.52391984
1776	20.51490726
1777	20.50616536
1778	20.48965097
1779	20.46839377
1780	20.44158456
1781	20.42728146
1782	20.41225645
1783	20.40397512
1784	20.38420009
1785	20.36733146
1786	20.34120413
1787	20.33273687
1788	20.32653646
1789	20.32020684
1790	20.30575615
1791	20.28660923
1792	20.27317414
1793	20.26011328
1794	20.24109999
1795	20.23421458
1796	20.22165946
1797	20.20352528
1798	20.18043697
1799	20.17267034
1800	20.1515801
1801	20.14938452
1802	20.13979578
1803	20.12270899
1804	20.1096494
1805	20.09349602
1806	20.08335354
1807	20.07042179
1808	20.06249902
1809	20.05375983
1810	20.03166687
1811	20.02629429
1812	20.01662375
1813	19.99780799
1814	19.97641379
1815	19.96532928
1816	19.9538604
1817	19.93887307
1818	19.91972367
1819	19.90658448
1820	19.88814963
1821	19.88246495
1822	19.87537673
1823	19.86667719
1824	19.85603104
1825	19.83785179
1826	19.80775709
1827	19.79844026
1828	19.79361151
1829	19.77147246
1830	19.76333419
1831	19.75213169
1832	19.73561292
1833	19.71961267
1834	19.70889457
1835	19.69632077
1836	19.68347995
1837	19.66954422
1838	19.65663448
1839	19.65289586
1840	19.63403594
1841	19.6162963
1842	19.60279635
1843	19.57904926
1844	19.56752374
1845	19.56053511
1846	19.55575794
1847	19.53699105
1848	19.52129016
1849	19.50775496
1850	19.49627147
1851	19.48801118
1852	19.47239652
1853	19.46435901
1854	19.45352353
1855	19.44085165
1856	19.42848284
1857	19.41191069
1858	19.39587342
1859	19.38986441
1860	19.37651078
1861	19.36690141
1862	19.35294269
1863	19.34538625
1864	19.3404005
1865	19.3243789
1866	19.30886057
1867	19.29372399
1868	19.28126892
1869	19.2750022
1870	19.27353061
1871	19.24620125
1872	19.23239916
1873	19.213487
1874	19.20565989
1875	19.19793913
1876	19.173586
1877	19.16203914
1878	19.14458509
1879	19.13682629
1880	19.1221148
1881	19.0963552
1882	19.07678084
1883	19.06403617
1884	19.05640655
1885	19.05501839
1886	19.0500314
1887	19.04682904
1888	19.02646287
1889	19.02335733
1890	19.01796272
1891	19.01201463
1892	19.00051467
1893	18.99049801
1894	18.97356793
1895	18.96019623
1896	18.9490753
1897	18.93635144
1898	18.92554512
1899	18.92271992
1900	18.91128334
1901	18.88650082
1902	18.8821453
1903	18.86579476
1904	18.85331886
1905	18.84045369
1906	18.83104176
1907	18.82313619
1908	18.80780798
1909	18.80468285
1910	18.79044497
1911	18.78194083
1912	18.76628787
1913	18.75223538
1914	18.73897628
1915	18.73300007
1916	18.71153908
1917	18.69821932
1918	18.6808515
1919	18.66889015
1920	18.65403452
1921	18.6410901
1922	18.62968706
1923	18.62072916
1924	18.60988672
1925	18.59575736
1926	18.57096607
1927	18.55747732
1928	18.54619662
1929	18.53610362
1930	18.52804887
1931	18.50979816
1932	18.49663998
1933	18.49556086
1934	18.49175743
1935	18.47553094
1936	18.46032874
1937	18.44687296
1938	18.43020879
1939	18.42942179
1940	18.42400485
1941	18.39923156
1942	18.38780255
1943	18.37821547
1944	18.36110378
1945	18.34781848
1946	18.32082872
1947	18.31096171
1948	18.28862556
1949	18.26842148
1950	18.25925016
1951	18.23974392
1952	18.23637108
1953	18.21958836
1954	18.21000568
1955	18.19302705
1956	18.18974653
1957	18.17870631
1958	18.17484258
1959	18.16810926
1960	18.15295228
1961	18.14508716
1962	18.14157293
1963	18.13179398
1964	18.11518778
1965	18.11416188
1966	18.09609871
1967	18.07138045
1968	18.05649708
1969	18.04707303
1970	18.03182576
1971	18.02704721
1972	18.01720135
1973	18.00191561
1974	17.99197462
1975	17.97875193
1976	17.96847682
1977	17.95761727
1978	17.94019521
1979	17.91949854
1980	17.91358988
1981	17.89454106
1982	17.87162908
1983	17.86102672
1984	17.84530227
1985	17.84019276
1986	17.82394819
1987	17.81547893
1988	17.80283517
1989	17.79537931
1990	17.76961149
1991	17.75973501
1992	17.74513534
1993	17.73235215
1994	17.72065208
1995	17.70346395
1996	17.69876314
1997	17.69205498
1998	17.68239028
1999	17.67597738
